"","alpha","beta","sigma","theta","t","riskyChoiceProb_globalMean","averageReward_globalMean"
"5364",0.3,6,0.2,3,64,0.959238007521947,4.97106204734248
"5365",0.3,6,0.2,3,65,0.950278709985847,4.97241332782183
"5366",0.3,6,0.2,3,66,0.955562075578096,4.98405447135633
"5367",0.3,6,0.2,3,67,0.95015981128803,5.1267949841771
"5368",0.3,6,0.2,3,68,0.966321151279397,4.98265468771431
"5369",0.3,6,0.2,3,69,0.96509100321108,5.11011701044206
"5370",0.3,6,0.2,3,70,0.977428799544524,5.08203307245373
"5371",0.3,6,0.2,3,71,0.980711293829888,4.83176723131274
"5372",0.3,6,0.2,3,72,0.967371228563615,4.8286873539786
"5373",0.3,6,0.2,3,73,0.970350579829502,5.08936325638336
"5374",0.3,6,0.2,3,74,0.972052332952321,4.91521567914993
"5375",0.3,6,0.2,3,75,0.970130292727157,4.97791284031326
"5376",0.3,6,0.2,3,76,0.97420326721021,4.99436149654595
"5377",0.3,6,0.2,3,77,0.969012705936481,5.03248125944469
"5378",0.3,6,0.2,3,78,0.973055951712571,5.05791255285709
"5379",0.3,6,0.2,3,79,0.979415870582842,4.95901112080901
"5380",0.3,6,0.2,3,80,0.971663605816543,4.86491030681101
"5381",0.3,6,0.2,3,81,0.964324773431761,4.93163722224882
"5382",0.3,6,0.2,3,82,0.965633591823078,4.88257625502785
"5383",0.3,6,0.2,3,83,0.947719248359472,4.93612225229055
"5384",0.3,6,0.2,3,84,0.948394409398841,4.92874185075648
"5385",0.3,6,0.2,3,85,0.937493492387704,5.0607107489114
"5386",0.3,6,0.2,3,86,0.960468624771314,4.82314387501882
"5387",0.3,6,0.2,3,87,0.967372702632566,5.14521813415798
"5388",0.3,6,0.2,3,88,0.963737480294747,4.93325933000874
"5389",0.3,6,0.2,3,89,0.976695099334697,4.85687392669001
"5390",0.3,6,0.2,3,90,0.977407404687787,5.00758061056297
"5391",0.3,6,0.2,3,91,0.983124585647036,5.05637033071554
"5392",0.3,6,0.2,3,92,0.977504455285848,4.93381893555998
"5393",0.3,6,0.2,3,93,0.973257990554042,5.1490019899265
"5394",0.3,6,0.2,3,94,0.976181456064098,5.08750307467081
"5395",0.3,6,0.2,3,95,0.979977918597758,4.89868632600373
"5396",0.3,6,0.2,3,96,0.976415856368108,5.05580507571819
"5397",0.3,6,0.2,3,97,0.977081495631376,4.95048451732626
"5398",0.3,6,0.2,3,98,0.979429321972805,4.87526473327667
"5399",0.3,6,0.2,3,99,0.972080338926386,4.87592210735365
"5400",0.3,6,0.2,3,100,0.967824911850877,4.94264531452061
"5401",0.3,6,0.2,5,1,0.5,4.30760169205886
"5402",0.3,6,0.2,5,2,0.530675674616125,4.60381168335007
"5403",0.3,6,0.2,5,3,0.61856896184009,4.71273025781924
"5404",0.3,6,0.2,5,4,0.724745307031014,4.83855631147124
"5405",0.3,6,0.2,5,5,0.758071878930183,4.75605398901053
"5406",0.3,6,0.2,5,6,0.800987929157952,4.72520023604796
"5407",0.3,6,0.2,5,7,0.837088254903295,4.92420930635739
"5408",0.3,6,0.2,5,8,0.833940740212193,4.84580955466494
"5409",0.3,6,0.2,5,9,0.858616121592852,4.73291887641128
"5410",0.3,6,0.2,5,10,0.860838117036307,4.83817948440837
"5411",0.3,6,0.2,5,11,0.860652468092172,4.88497992568219
"5412",0.3,6,0.2,5,12,0.896911912006362,4.95937614161172
"5413",0.3,6,0.2,5,13,0.895904790707592,4.91281432657437
"5414",0.3,6,0.2,5,14,0.877662788502092,4.94781379086241
"5415",0.3,6,0.2,5,15,0.909250165416775,4.94507832168285
"5416",0.3,6,0.2,5,16,0.924566789862995,4.96995393784247
"5417",0.3,6,0.2,5,17,0.932571862504306,5.14810665521924
"5418",0.3,6,0.2,5,18,0.922728359934851,4.89065118696278
"5419",0.3,6,0.2,5,19,0.92541863496481,5.08225282746182
"5420",0.3,6,0.2,5,20,0.938064966315497,4.99614232680008
"5421",0.3,6,0.2,5,21,0.938152353576939,4.92696076831071
"5422",0.3,6,0.2,5,22,0.937735732254134,4.73764301023842
"5423",0.3,6,0.2,5,23,0.933877967977414,4.88917971009923
"5424",0.3,6,0.2,5,24,0.935216720531115,4.99195245972026
"5425",0.3,6,0.2,5,25,0.92907569203387,4.79946406081081
"5426",0.3,6,0.2,5,26,0.939792325160293,4.94549243757692
"5427",0.3,6,0.2,5,27,0.950812404682489,4.80286519609874
"5428",0.3,6,0.2,5,28,0.967759876631777,5.17445119530712
"5429",0.3,6,0.2,5,29,0.966400282309147,5.0725663201699
"5430",0.3,6,0.2,5,30,0.9698523276358,5.07104176223827
"5431",0.3,6,0.2,5,31,0.968981117088631,4.8994126493171
"5432",0.3,6,0.2,5,32,0.972143400463471,5.05546961241149
"5433",0.3,6,0.2,5,33,0.970560386514031,5.02971504925882
"5434",0.3,6,0.2,5,34,0.966377216724358,4.91704803816897
"5435",0.3,6,0.2,5,35,0.961099929887991,4.74709416771068
"5436",0.3,6,0.2,5,36,0.960675146677937,5.01428390441315
"5437",0.3,6,0.2,5,37,0.9511425788429,4.9860492736055
"5438",0.3,6,0.2,5,38,0.961140756598091,4.98275563671001
"5439",0.3,6,0.2,5,39,0.967223215975224,4.90221136991328
"5440",0.3,6,0.2,5,40,0.975513719515654,5.0249376230675
"5441",0.3,6,0.2,5,41,0.97175308580049,4.99298330532684
"5442",0.3,6,0.2,5,42,0.969556455455801,5.00725033206368
"5443",0.3,6,0.2,5,43,0.965897640300599,4.78349148629082
"5444",0.3,6,0.2,5,44,0.958501929748085,4.9938380110042
"5445",0.3,6,0.2,5,45,0.962738737189511,4.88371516778484
"5446",0.3,6,0.2,5,46,0.961775790572716,4.96675261418353
"5447",0.3,6,0.2,5,47,0.959622801748973,4.93047367950516
"5448",0.3,6,0.2,5,48,0.949050199266479,5.04805649203505
"5449",0.3,6,0.2,5,49,0.963030387891941,5.02256534116054
"5450",0.3,6,0.2,5,50,0.958183787798227,4.91057755777216
"5451",0.3,6,0.2,5,51,0.964407360739286,4.9300300843091
"5452",0.3,6,0.2,5,52,0.943959856358862,5.15334952207257
"5453",0.3,6,0.2,5,53,0.949303485690008,4.95550524098771
"5454",0.3,6,0.2,5,54,0.959669695696188,4.98257880951882
"5455",0.3,6,0.2,5,55,0.951279528499179,4.90096762229151
"5456",0.3,6,0.2,5,56,0.944409851490321,5.01701086814305
"5457",0.3,6,0.2,5,57,0.94404097333468,4.95771669102662
"5458",0.3,6,0.2,5,58,0.945485791020821,5.02407397895095
"5459",0.3,6,0.2,5,59,0.956570021171999,5.08471077554662
"5460",0.3,6,0.2,5,60,0.951612024885554,5.05846587403079
"5461",0.3,6,0.2,5,61,0.965846887312455,4.96518349515869
"5462",0.3,6,0.2,5,62,0.970002947259568,5.12497194268596
"5463",0.3,6,0.2,5,63,0.96925151177362,5.01669338466875
"5464",0.3,6,0.2,5,64,0.974029877189284,5.1088047467668
"5465",0.3,6,0.2,5,65,0.970057928659906,4.93002016060819
"5466",0.3,6,0.2,5,66,0.975641125559915,5.02246687012247
"5467",0.3,6,0.2,5,67,0.971425750313046,4.85697637110019
"5468",0.3,6,0.2,5,68,0.961734432524052,4.96243068738838
"5469",0.3,6,0.2,5,69,0.9655652272733,5.02448185960715
"5470",0.3,6,0.2,5,70,0.973149858450813,4.56963280092317
"5471",0.3,6,0.2,5,71,0.964714065543221,4.90343781794467
"5472",0.3,6,0.2,5,72,0.965620924482311,5.0429493745986
"5473",0.3,6,0.2,5,73,0.97854196301351,4.92340210167243
"5474",0.3,6,0.2,5,74,0.987003878465962,4.86005475401246
"5475",0.3,6,0.2,5,75,0.979335667194208,4.7287750358841
"5476",0.3,6,0.2,5,76,0.963469631063427,5.04015385409427
"5477",0.3,6,0.2,5,77,0.969345355738873,5.05339443617902
"5478",0.3,6,0.2,5,78,0.967134432933689,4.92686290602989
"5479",0.3,6,0.2,5,79,0.95233138033812,4.96429483314025
"5480",0.3,6,0.2,5,80,0.962180181925276,4.9980140231422
"5481",0.3,6,0.2,5,81,0.957493320963517,4.98241504010453
"5482",0.3,6,0.2,5,82,0.948676450091999,5.04679250440049
"5483",0.3,6,0.2,5,83,0.953916806355587,5.00666496626088
"5484",0.3,6,0.2,5,84,0.951852371932436,4.90454421636504
"5485",0.3,6,0.2,5,85,0.957503898723068,4.864734331934
"5486",0.3,6,0.2,5,86,0.951066835003128,5.01568600291398
"5487",0.3,6,0.2,5,87,0.959432249429936,4.94218185285925
"5488",0.3,6,0.2,5,88,0.96749847961377,4.9607812223022
"5489",0.3,6,0.2,5,89,0.972127495065267,4.87614409647496
"5490",0.3,6,0.2,5,90,0.96692771170643,5.077750208478
"5491",0.3,6,0.2,5,91,0.979468423563468,5.04260944585925
"5492",0.3,6,0.2,5,92,0.975086261281519,5.11407558354167
"5493",0.3,6,0.2,5,93,0.979717923227517,4.97237229229217
"5494",0.3,6,0.2,5,94,0.981531939416837,4.79991771044772
"5495",0.3,6,0.2,5,95,0.975440266084635,4.82783447206121
"5496",0.3,6,0.2,5,96,0.969267817560119,4.84355153461344
"5497",0.3,6,0.2,5,97,0.962489810196719,4.85305900145684
"5498",0.3,6,0.2,5,98,0.961833282523932,5.1115200289702
"5499",0.3,6,0.2,5,99,0.95921863634762,4.93065452382335
"5500",0.3,6,0.2,5,100,0.95905674713625,5.17814823500469
"5501",0.3,6,0.2,7,1,0.5,4.51520210708745
"5502",0.3,6,0.2,7,2,0.619864394932985,4.65123327321974
"5503",0.3,6,0.2,7,3,0.694311331107763,4.65313290186476
"5504",0.3,6,0.2,7,4,0.771169533334233,4.72113360719813
"5505",0.3,6,0.2,7,5,0.823025774404378,4.86373335014979
"5506",0.3,6,0.2,7,6,0.855660211063363,4.80238522701214
"5507",0.3,6,0.2,7,7,0.859973461962715,4.73523244697976
"5508",0.3,6,0.2,7,8,0.852593851372945,4.63712929782865
"5509",0.3,6,0.2,7,9,0.853120941067943,4.73963975506849
"5510",0.3,6,0.2,7,10,0.871857566193245,4.65455299774403
"5511",0.3,6,0.2,7,11,0.890304409057292,4.70528573037623
"5512",0.3,6,0.2,7,12,0.903732836031301,4.98215910309844
"5513",0.3,6,0.2,7,13,0.926901466060788,4.87290218729719
"5514",0.3,6,0.2,7,14,0.938378871856797,4.92960715961157
"5515",0.3,6,0.2,7,15,0.923123118491718,4.98987977124856
"5516",0.3,6,0.2,7,16,0.928721905081245,4.9780333315996
"5517",0.3,6,0.2,7,17,0.930726519293427,4.8617211983984
"5518",0.3,6,0.2,7,18,0.936063016356282,4.7607386603307
"5519",0.3,6,0.2,7,19,0.923056350661881,4.91996085608687
"5520",0.3,6,0.2,7,20,0.92925657959486,4.94258489540795
"5521",0.3,6,0.2,7,21,0.948816458534433,4.97811395001179
"5522",0.3,6,0.2,7,22,0.954707331912777,4.88574632785799
"5523",0.3,6,0.2,7,23,0.946468237302568,4.75958383757879
"5524",0.3,6,0.2,7,24,0.936418906360044,5.08584073999042
"5525",0.3,6,0.2,7,25,0.942387173123912,5.01603059466348
"5526",0.3,6,0.2,7,26,0.940718317467418,4.90146883518956
"5527",0.3,6,0.2,7,27,0.925452646912718,4.98880082250574
"5528",0.3,6,0.2,7,28,0.938450172025839,4.92377669659661
"5529",0.3,6,0.2,7,29,0.930975621080375,4.98058519158361
"5530",0.3,6,0.2,7,30,0.924102016719302,4.9086497022228
"5531",0.3,6,0.2,7,31,0.933660593263669,4.94874015684713
"5532",0.3,6,0.2,7,32,0.93724348638605,5.1924341366261
"5533",0.3,6,0.2,7,33,0.960055974158473,4.82286711768682
"5534",0.3,6,0.2,7,34,0.946396304923397,4.9635908805304
"5535",0.3,6,0.2,7,35,0.947532173998429,4.85583752830601
"5536",0.3,6,0.2,7,36,0.947565635309128,4.92892442783434
"5537",0.3,6,0.2,7,37,0.942963733863255,4.85736548988503
"5538",0.3,6,0.2,7,38,0.93420835705835,4.71401305302617
"5539",0.3,6,0.2,7,39,0.943271608446379,4.96132239098457
"5540",0.3,6,0.2,7,40,0.945684778718288,5.01144326844724
"5541",0.3,6,0.2,7,41,0.963072719992326,5.02813447818403
"5542",0.3,6,0.2,7,42,0.968251661747115,4.92579589242206
"5543",0.3,6,0.2,7,43,0.959849970085164,5.07424242706593
"5544",0.3,6,0.2,7,44,0.963228221943812,5.13269537176568
"5545",0.3,6,0.2,7,45,0.961608959177274,4.89337743982877
"5546",0.3,6,0.2,7,46,0.974146948042629,5.04045442228424
"5547",0.3,6,0.2,7,47,0.976530030769722,5.15497717661435
"5548",0.3,6,0.2,7,48,0.972435685885344,4.88650679917642
"5549",0.3,6,0.2,7,49,0.957756684812946,5.10847512663354
"5550",0.3,6,0.2,7,50,0.947219509227063,4.8623537548252
"5551",0.3,6,0.2,7,51,0.953111456584812,4.83176371554552
"5552",0.3,6,0.2,7,52,0.94823086045152,4.83722566877838
"5553",0.3,6,0.2,7,53,0.953635754565937,4.87707190350696
"5554",0.3,6,0.2,7,54,0.958044739632776,4.84240784284897
"5555",0.3,6,0.2,7,55,0.963016467480236,4.87001743238909
"5556",0.3,6,0.2,7,56,0.950421792848726,4.96637579607085
"5557",0.3,6,0.2,7,57,0.958141762217978,4.86075570298492
"5558",0.3,6,0.2,7,58,0.949751257527411,4.63450252827442
"5559",0.3,6,0.2,7,59,0.954669552361441,5.03522976287565
"5560",0.3,6,0.2,7,60,0.953261000813694,4.96521588970014
"5561",0.3,6,0.2,7,61,0.95459742586579,4.84631560713842
"5562",0.3,6,0.2,7,62,0.962198343851579,4.90367647968727
"5563",0.3,6,0.2,7,63,0.962285439020173,5.10142199683884
"5564",0.3,6,0.2,7,64,0.971768022845267,4.868129573072
"5565",0.3,6,0.2,7,65,0.973766977241394,5.06776569800889
"5566",0.3,6,0.2,7,66,0.972450649077355,4.92433291684823
"5567",0.3,6,0.2,7,67,0.968459049244581,5.11101095340778
"5568",0.3,6,0.2,7,68,0.971391599137205,4.85511045548009
"5569",0.3,6,0.2,7,69,0.959938437678522,5.14114236073292
"5570",0.3,6,0.2,7,70,0.972933982306729,4.88482644221236
"5571",0.3,6,0.2,7,71,0.974939988514031,5.0581010249238
"5572",0.3,6,0.2,7,72,0.97556472537708,5.11011814003739
"5573",0.3,6,0.2,7,73,0.974008564243729,5.08654531565767
"5574",0.3,6,0.2,7,74,0.974728750139839,5.11284000277921
"5575",0.3,6,0.2,7,75,0.965846033034605,4.91263116326335
"5576",0.3,6,0.2,7,76,0.965780644756592,4.91938826219607
"5577",0.3,6,0.2,7,77,0.973492366668101,4.84702731384987
"5578",0.3,6,0.2,7,78,0.972138209681805,5.00505579226732
"5579",0.3,6,0.2,7,79,0.968748077267578,4.85033366288756
"5580",0.3,6,0.2,7,80,0.970555075901001,4.91677321672627
"5581",0.3,6,0.2,7,81,0.969744643997074,5.03809144782068
"5582",0.3,6,0.2,7,82,0.978341495573591,4.91088363179618
"5583",0.3,6,0.2,7,83,0.980118071556773,4.95794053688788
"5584",0.3,6,0.2,7,84,0.985525366848279,4.82908367951898
"5585",0.3,6,0.2,7,85,0.98154664794263,5.08405805665555
"5586",0.3,6,0.2,7,86,0.981968752208124,5.09479263643961
"5587",0.3,6,0.2,7,87,0.975422768507932,4.91813585797819
"5588",0.3,6,0.2,7,88,0.976644443098654,5.19972380308167
"5589",0.3,6,0.2,7,89,0.987798432403585,5.09566789348005
"5590",0.3,6,0.2,7,90,0.987869894987663,4.95858905653109
"5591",0.3,6,0.2,7,91,0.987373223600549,4.9677901987026
"5592",0.3,6,0.2,7,92,0.986602280981672,4.75547020472103
"5593",0.3,6,0.2,7,93,0.988876067173846,5.00417887368709
"5594",0.3,6,0.2,7,94,0.984084713712136,4.92259619977391
"5595",0.3,6,0.2,7,95,0.981289109858202,5.09797717972455
"5596",0.3,6,0.2,7,96,0.980751740430511,5.05993459265103
"5597",0.3,6,0.2,7,97,0.974846775106229,4.94787298785851
"5598",0.3,6,0.2,7,98,0.973333296118945,5.04137751877064
"5599",0.3,6,0.2,7,99,0.978215818753085,4.69392849433052
"5600",0.3,6,0.2,7,100,0.977702007303167,5.07503250732006
"5601",0.3,6,0.4,1,1,0.5,4.57356359408342
"5602",0.3,6,0.4,1,2,0.621485931717516,4.72908270422386
"5603",0.3,6,0.4,1,3,0.689929095989268,4.77875295590479
"5604",0.3,6,0.4,1,4,0.743811717204399,4.67565350594423
"5605",0.3,6,0.4,1,5,0.763897443677574,4.89700696398276
"5606",0.3,6,0.4,1,6,0.827477157592344,4.80929341999943
"5607",0.3,6,0.4,1,7,0.851081268180751,4.91181041232788
"5608",0.3,6,0.4,1,8,0.858550068658041,5.03062350999543
"5609",0.3,6,0.4,1,9,0.897959614438501,4.85948120694336
"5610",0.3,6,0.4,1,10,0.868564586356709,4.95848976271221
"5611",0.3,6,0.4,1,11,0.883976067454718,4.87302357081713
"5612",0.3,6,0.4,1,12,0.873323372399927,4.93148023402591
"5613",0.3,6,0.4,1,13,0.907004345683779,4.78531107524585
"5614",0.3,6,0.4,1,14,0.905630418292862,4.86567203061704
"5615",0.3,6,0.4,1,15,0.899551995097765,4.96384973252331
"5616",0.3,6,0.4,1,16,0.921226863739192,4.97816887376743
"5617",0.3,6,0.4,1,17,0.915009952578165,4.83461161528072
"5618",0.3,6,0.4,1,18,0.904876085898939,4.96462576741514
"5619",0.3,6,0.4,1,19,0.911724863342959,4.92088840157541
"5620",0.3,6,0.4,1,20,0.898930200285349,4.89694602215853
"5621",0.3,6,0.4,1,21,0.886272528273684,4.99435985355937
"5622",0.3,6,0.4,1,22,0.887687287021874,4.99842476147171
"5623",0.3,6,0.4,1,23,0.910393531554974,5.11150699345306
"5624",0.3,6,0.4,1,24,0.897572648018859,4.75817812408094
"5625",0.3,6,0.4,1,25,0.912090965776266,5.12693175710933
"5626",0.3,6,0.4,1,26,0.915534241663288,4.85457612411526
"5627",0.3,6,0.4,1,27,0.902281123417573,4.92986062811304
"5628",0.3,6,0.4,1,28,0.917924870495967,4.86970054187678
"5629",0.3,6,0.4,1,29,0.923557360077047,5.0498059788172
"5630",0.3,6,0.4,1,30,0.920327399137128,4.92777903941056
"5631",0.3,6,0.4,1,31,0.924723394455112,4.94932408401081
"5632",0.3,6,0.4,1,32,0.928945102258975,5.03172561399082
"5633",0.3,6,0.4,1,33,0.936672097163777,4.96897828005518
"5634",0.3,6,0.4,1,34,0.938640970315647,4.83224586557883
"5635",0.3,6,0.4,1,35,0.922104104247555,4.93984173525001
"5636",0.3,6,0.4,1,36,0.922888909781256,4.88702764713605
"5637",0.3,6,0.4,1,37,0.926414143886886,4.97249262928637
"5638",0.3,6,0.4,1,38,0.924788715030352,4.93133241587272
"5639",0.3,6,0.4,1,39,0.911228250412739,4.806121931066
"5640",0.3,6,0.4,1,40,0.93397957224595,4.95180497302387
"5641",0.3,6,0.4,1,41,0.921086117411287,4.95516168013679
"5642",0.3,6,0.4,1,42,0.926148539606902,4.96047969375853
"5643",0.3,6,0.4,1,43,0.925237254721393,4.8608632318688
"5644",0.3,6,0.4,1,44,0.912394762550998,4.79829853496715
"5645",0.3,6,0.4,1,45,0.911408843586868,4.8435247319991
"5646",0.3,6,0.4,1,46,0.912783539927392,4.79677241724933
"5647",0.3,6,0.4,1,47,0.889451362361123,4.86582640883242
"5648",0.3,6,0.4,1,48,0.906740770853508,4.81329349013619
"5649",0.3,6,0.4,1,49,0.904476614579241,4.97839251702778
"5650",0.3,6,0.4,1,50,0.896067037802262,4.97938719713687
"5651",0.3,6,0.4,1,51,0.904872485874307,5.21304082605248
"5652",0.3,6,0.4,1,52,0.942113781047171,4.88719015961351
"5653",0.3,6,0.4,1,53,0.948990127439394,5.1408132549686
"5654",0.3,6,0.4,1,54,0.963840770123137,5.07208113675897
"5655",0.3,6,0.4,1,55,0.953071177721994,5.00479908329756
"5656",0.3,6,0.4,1,56,0.956698174126055,4.92137536629582
"5657",0.3,6,0.4,1,57,0.942317580531524,5.0689135666332
"5658",0.3,6,0.4,1,58,0.949313434021806,4.88994793305711
"5659",0.3,6,0.4,1,59,0.95310018019267,4.86666637536074
"5660",0.3,6,0.4,1,60,0.943973867192776,4.95494496641013
"5661",0.3,6,0.4,1,61,0.936837898673732,4.88659254276342
"5662",0.3,6,0.4,1,62,0.93910194435927,5.10381236659398
"5663",0.3,6,0.4,1,63,0.951323092463263,4.8871642072405
"5664",0.3,6,0.4,1,64,0.953177153454109,4.98657862394169
"5665",0.3,6,0.4,1,65,0.977953808978284,4.90219983472678
"5666",0.3,6,0.4,1,66,0.966955571896438,5.05912034244364
"5667",0.3,6,0.4,1,67,0.950248036453734,4.9329339163711
"5668",0.3,6,0.4,1,68,0.92325051508572,4.929942549467
"5669",0.3,6,0.4,1,69,0.92914927395755,5.11014794103316
"5670",0.3,6,0.4,1,70,0.940119155325642,4.92477332030289
"5671",0.3,6,0.4,1,71,0.927751127485645,5.10107021560733
"5672",0.3,6,0.4,1,72,0.914781774830099,4.79226454698112
"5673",0.3,6,0.4,1,73,0.899835979892146,4.88425152725411
"5674",0.3,6,0.4,1,74,0.90966572920132,4.90591053856161
"5675",0.3,6,0.4,1,75,0.889757598033455,5.0576303484949
"5676",0.3,6,0.4,1,76,0.940851950159951,4.99215362012377
"5677",0.3,6,0.4,1,77,0.951736054043498,5.03662451215577
"5678",0.3,6,0.4,1,78,0.932083097558467,4.80602032266401
"5679",0.3,6,0.4,1,79,0.929406473505097,5.02374681873899
"5680",0.3,6,0.4,1,80,0.958471044271106,4.9945867033543
"5681",0.3,6,0.4,1,81,0.954312247226306,4.8543104523377
"5682",0.3,6,0.4,1,82,0.959860931452331,4.97747178624086
"5683",0.3,6,0.4,1,83,0.958052032511681,5.04086435800231
"5684",0.3,6,0.4,1,84,0.935648842519495,4.74437260536687
"5685",0.3,6,0.4,1,85,0.942767552963756,4.96670186212463
"5686",0.3,6,0.4,1,86,0.928819236983934,4.9436200778577
"5687",0.3,6,0.4,1,87,0.935552632892366,5.06470627064086
"5688",0.3,6,0.4,1,88,0.939440592977262,5.0219853067142
"5689",0.3,6,0.4,1,89,0.94695342886391,5.06942784955135
"5690",0.3,6,0.4,1,90,0.959265242955342,5.09022360339756
"5691",0.3,6,0.4,1,91,0.957007274181533,4.99088534687911
"5692",0.3,6,0.4,1,92,0.967720264654877,5.12612239287053
"5693",0.3,6,0.4,1,93,0.953123047552849,4.96009422809727
"5694",0.3,6,0.4,1,94,0.951759859198419,4.80058484841569
"5695",0.3,6,0.4,1,95,0.95809541182847,4.95200712726595
"5696",0.3,6,0.4,1,96,0.954510923143914,4.75770518172393
"5697",0.3,6,0.4,1,97,0.935862987899424,5.05238016885971
"5698",0.3,6,0.4,1,98,0.961907721757978,5.19319115071276
"5699",0.3,6,0.4,1,99,0.95706225422569,4.96140716748726
"5700",0.3,6,0.4,1,100,0.948339679631441,5.07240189047571
"5701",0.3,6,0.4,3,1,0.5,4.51214988633463
"5702",0.3,6,0.4,3,2,0.562286029498528,4.50011335434967
"5703",0.3,6,0.4,3,3,0.608138491326161,4.69053404166962
"5704",0.3,6,0.4,3,4,0.670766429373208,4.7659487122617
"5705",0.3,6,0.4,3,5,0.803675398503937,4.90120706971156
"5706",0.3,6,0.4,3,6,0.893460722782811,4.87301981348182
"5707",0.3,6,0.4,3,7,0.900249458356901,4.8360537094075
"5708",0.3,6,0.4,3,8,0.888339342483937,4.78711891140021
"5709",0.3,6,0.4,3,9,0.876653383106291,4.7013105943988
"5710",0.3,6,0.4,3,10,0.87070793837048,4.96581608714611
"5711",0.3,6,0.4,3,11,0.889976236451165,4.90362654749823
"5712",0.3,6,0.4,3,12,0.930181284133038,4.87285435083927
"5713",0.3,6,0.4,3,13,0.927385161781728,4.95669712975658
"5714",0.3,6,0.4,3,14,0.929699096197162,4.89115948343908
"5715",0.3,6,0.4,3,15,0.920890856605285,5.03614945664591
"5716",0.3,6,0.4,3,16,0.916077099126025,5.03292672050564
"5717",0.3,6,0.4,3,17,0.943506649200584,5.02951117346762
"5718",0.3,6,0.4,3,18,0.944070983274684,4.93918182068565
"5719",0.3,6,0.4,3,19,0.938046680929111,4.98260040399106
"5720",0.3,6,0.4,3,20,0.942684285149259,4.8527062424885
"5721",0.3,6,0.4,3,21,0.956721885271956,5.02703955628169
"5722",0.3,6,0.4,3,22,0.954602592923488,4.85465030867249
"5723",0.3,6,0.4,3,23,0.955245441830714,4.99474968894888
"5724",0.3,6,0.4,3,24,0.964963370249371,4.86806996834076
"5725",0.3,6,0.4,3,25,0.965701039154059,4.86531718759648
"5726",0.3,6,0.4,3,26,0.961971180262385,5.04810291100011
"5727",0.3,6,0.4,3,27,0.955944173164391,5.1236829049935
"5728",0.3,6,0.4,3,28,0.952830511170676,5.07440453233664
"5729",0.3,6,0.4,3,29,0.951974520158429,5.02626514739783
"5730",0.3,6,0.4,3,30,0.96604130177926,4.99109813072256
"5731",0.3,6,0.4,3,31,0.970655017880629,4.80994646058204
"5732",0.3,6,0.4,3,32,0.964057220258892,4.84529233499095
"5733",0.3,6,0.4,3,33,0.949899312117835,4.80627191843268
"5734",0.3,6,0.4,3,34,0.954085398830645,4.8983135846751
"5735",0.3,6,0.4,3,35,0.949263005531093,5.02952882637931
"5736",0.3,6,0.4,3,36,0.948002211084909,5.02654172303923
"5737",0.3,6,0.4,3,37,0.949516721376017,4.80406008086718
"5738",0.3,6,0.4,3,38,0.946447660800062,5.03194760059889
"5739",0.3,6,0.4,3,39,0.961754320175955,4.8294744854789
"5740",0.3,6,0.4,3,40,0.971165455125008,5.00071345812546
"5741",0.3,6,0.4,3,41,0.981562189310433,4.84507888920539
"5742",0.3,6,0.4,3,42,0.970761801240728,4.92435174879121
"5743",0.3,6,0.4,3,43,0.971981916087832,4.9236448826417
"5744",0.3,6,0.4,3,44,0.977795748219386,5.00107523273916
"5745",0.3,6,0.4,3,45,0.977067598336158,4.95199387304176
"5746",0.3,6,0.4,3,46,0.978889559815746,5.04823429161081
"5747",0.3,6,0.4,3,47,0.981112547876012,5.02878498934725
"5748",0.3,6,0.4,3,48,0.983657457918367,5.05200062825437
"5749",0.3,6,0.4,3,49,0.986169538341461,5.09238432026663
"5750",0.3,6,0.4,3,50,0.980900433881528,4.84755550592588
"5751",0.3,6,0.4,3,51,0.973102350221146,4.7842180567026
"5752",0.3,6,0.4,3,52,0.956882856898127,5.09593137316178
"5753",0.3,6,0.4,3,53,0.963296753985181,4.89280149627489
"5754",0.3,6,0.4,3,54,0.975622767143654,4.85466890481533
"5755",0.3,6,0.4,3,55,0.968803857221327,5.09000371138605
"5756",0.3,6,0.4,3,56,0.970332269891892,5.05370067016329
"5757",0.3,6,0.4,3,57,0.975486853333531,4.98511020102426
"5758",0.3,6,0.4,3,58,0.981569668781846,5.0283415308927
"5759",0.3,6,0.4,3,59,0.986441542197702,5.06770860494541
"5760",0.3,6,0.4,3,60,0.987717245426279,4.98351882006481
"5761",0.3,6,0.4,3,61,0.987940512484288,4.7932943570177
"5762",0.3,6,0.4,3,62,0.980874558233351,4.9231203331231
"5763",0.3,6,0.4,3,63,0.978030453451769,4.99305192073501
"5764",0.3,6,0.4,3,64,0.978544107160454,5.00212916743357
"5765",0.3,6,0.4,3,65,0.974030419253284,5.07059742719635
"5766",0.3,6,0.4,3,66,0.972033422142289,4.7090342685832
"5767",0.3,6,0.4,3,67,0.969663357844754,4.97071095492415
"5768",0.3,6,0.4,3,68,0.97078550751927,5.04826802938931
"5769",0.3,6,0.4,3,69,0.978222429879702,4.73395381958481
"5770",0.3,6,0.4,3,70,0.977540110523851,5.18183924201287
"5771",0.3,6,0.4,3,71,0.979744750983734,4.86599441452507
"5772",0.3,6,0.4,3,72,0.972771365155731,4.8417069311525
"5773",0.3,6,0.4,3,73,0.973409851702595,4.87387897374796
"5774",0.3,6,0.4,3,74,0.976684549046831,4.98327768312614
